"Event_ID","Company_name","Country","Currency","Ticker","Stock_exchange","Market_index","Event_date","Event_start","Event_end","Estimation_start","Estimation_end","Estimation_dates","FX_weighted","FX_weighted_pct_change","Market_return","World_return","Stock_return","Relative_trading_day"
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-08,1.56646772147583,-0.149077195459732,0.00719361989552564,0.00182520368215005,0.0468879902768269,-120
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-09,1.56660746876419,0.00892117254951404,-0.00863744411464044,0.00103269112853777,-0.00508724622036014,-119
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-10,1.57604172279588,0.602209182567829,-0.000470856001301993,-0.00948685409822143,0.0341888514190898,-118
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-11,1.57728401490012,0.0788235543686307,-0.00268974243603165,0.00334051341531264,-0.0429471505384443,-117
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-12,1.58487083579142,0.481005375038989,-0.00160897536560256,-0.0117958956181197,-0.0445704610965205,-116
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-15,1.58677365302369,0.120061344387809,0.00427920702349192,-0.00994625500968376,-0.0231128507510848,-115
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-16,1.58931968663142,0.160453483890733,-0.0139836496952807,-0.00619107328012345,0.0199696136625287,-114
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-17,1.58424304323011,-0.319422419794924,0.00616442759697004,-0.00486178930830955,0.00915093048193008,-113
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-18,1.58651778196997,0.14358521248285,0.00523083977843791,-0.000307822657576314,0.0417545233916177,-112
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-19,1.58504210254868,-0.0930137334777365,-0.000105941973711479,-0.00746318709795434,0.00769232922497192,-111
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-22,1.58585962010954,0.0515770249604328,0.00223748225283921,0.00813055577739425,0.0129569813009563,-110
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-23,1.58184091166109,-0.253408838808091,0.00813645160166959,0.0123244639848389,-0.0149727339927658,-109
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-24,1.58299407669046,0.0729001899539575,-0.00171729309208985,0.000225730916708301,0.00301990466328866,-108
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-25,1.57923614033529,-0.237394214577862,-0.00929452560968678,-0.00499805915222569,-0.0274990139271484,-107
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-26,1.58269443146564,0.218985054990728,0.00893016409597527,0.00858867504566517,0.00309604622751933,-106
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-29,1.57893773458653,-0.237360845177935,-0.00285476197541123,0.00358612087266274,0.0360081705946677,-105
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-04-30,1.58504428499449,0.386750552234962,-0.00994649820524099,-0.0124707203977245,-0.0428997192958516,-104
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-05-01,1.58102038450675,-0.253866754754415,NA,-0.00341572625782833,NA,-103
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-05-02,1.57998534893298,-0.0654663016309816,-0.0088015799762804,0.00843956150709917,0.0361071325204647,-102
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-05-03,1.57703860264982,-0.186504658739559,0.00542285508519013,0.0119212116286,-0.00160222250235906,-101
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-05-06,1.57298787671477,-0.256856485836185,0.00490979030030532,0.00884152781124595,0.0100300326095367,-100
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-05-07,1.57538201519743,0.152203238060593,0.00988415134356429,0.00313759720211253,-0.00854016796790479,-99
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-05-08,1.57611548003043,0.0465579031575075,0.00690096685356522,-0.00180200307486988,0.0471754515218957,-98
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-05-09,1.57262710684183,-0.221327258871352,0.00691638965443875,0.00455584219764176,-0.0100429978959943,-97
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-05-10,1.57441617528055,0.11376304216927,0.00384603640849325,0.00258273699763419,0.0164251275389673,-96
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-05-13,1.57296543360063,-0.092144739282139,-0.00119963889166005,0.000347961355821205,0.0399238692342113,-95
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-05-14,1.57003855705246,-0.186073799566296,0.0020123567474856,0.00410393118023097,0.0315356746125864,-94
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-05-15,1.56349752087909,-0.416616276332101,0.00172506017651785,0.0108030217021091,-0.030571579237364,-93
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-05-16,1.56476792206653,0.0812538024827804,-0.00625000758496066,-0.00102238887640908,-0.01508226400199,-92
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-05-17,1.56498677402575,0.0139862248025024,-0.0025633541715261,0.00109839104450933,-0.0199535226473564,-91
1,"Air France-KLM","France","EUR","AFPA","Euronext","CAC40",2024-09-23,2024-09-21,2024-09-24,2024-03-17,2024-09-27,2024-05-20,1.56674356334157,0.112255857045224,0.00348576675849395,0.00131028762973293,0.0132575174323224,-90
